(9, '9-050.png', '', [8.822753028456328e-05, 2.7878667674691376e-05, 6.73078210368121e-07, 0.0027741427771312156, 6.43045725615446e-07, 0.008741820171971528, 3.5718388660766794e-07, 0.013067274432333884, 0.028804185067686932, 0.9756837364965149])
(9, '9-049.png', '', [0.0004322651051716065, 3.4013017117038534e-06, 3.987975705312929e-06, 3.2224716854902427e-07, 0.005548798425933361, 8.353274993845345e-06, 0.003404251833385664, 7.367118067179252e-06, 0.02702620672924017, 0.9299043060834774])
(9, '9-048.png', '', [2.1361462037236248e-07, 0.006221509183242406, 4.313420893060927e-08, 0.0008348025450017414, 3.819951468037684e-05, 0.0007161976129089881, 3.4471762163224723e-07, 0.006165185323859922, 0.006461903113093784, 0.9794291018215174])
(9, '9-047.png', '', [1.2176656230266428e-05, 0.0005321735587650082, 6.410863151231478e-08, 8.724244812279762e-06, 0.003426927763761834, 3.540228545504134e-06, 3.488178716813515e-05, 0.0005382212001926715, 0.0012193816726573281, 0.9381014181359949])
(9, '9-046.png', '', [1.628883211157502e-05, 0.00313383109155186, 3.4748341578832513e-07, 0.00435961714638066, 4.2388617607415214e-07, 0.0005327783366900277, 1.3377115874748623e-08, 0.005384271237887597, 0.00016382308044674357, 0.9961817854586332])
(9, '9-045.png', '', [4.1664427786016144e-05, 0.00021776621755999458, 2.952723781630562e-07, 3.4631092358875523e-07, 0.005816178316433958, 1.7858148333691205e-06, 0.0003060980038181127, 0.0002181663007455357, 0.0005861682599378897, 0.910345778823142])
(9, '9-044.png', '', [0.00022018789135218382, 0.0016545265016087432, 1.0023587049209792e-06, 0.0062639411332637085, 7.919938480975034e-08, 0.0066673495665772325, 9.643261242708472e-08, 0.0038138536039793616, 1.58834036999394e-05, 0.9928235774921879])
(9, '9-043.png', '', [4.3835181619484577e-07, 0.013340568230505483, 9.674415550181806e-09, 0.0001427899077169217, 0.006950831198493419, 0.0005363532926083369, 5.889763329444035e-05, 4.515495118064166e-05, 0.0002032986116482189, 0.9653883391863473])
(9, '9-042.png', '', [5.52767156651177e-07, 0.0016541685810837156, 1.9748394023510457e-06, 0.022646830703303426, 2.313047900056645e-06, 0.001058186978584548, 1.729409058170221e-08, 0.010974603206456721, 0.009553924829179277, 0.9650239740028582])
(9, '9-041.png', '', [2.678245422597319e-07, 0.002432509434863687, 4.9260479103612514e-08, 3.058274137656478e-05, 0.0032075764056123256, 0.00010016204504691906, 1.1300371107989698e-05, 0.00062736643414534, 0.0005060416798777308, 0.9869502911846426])
